Topic,Count,Name,Representation,Representative_Docs
307,18,307_nanopore_translocation_nanopores_bury,"['nanopore', 'translocation', 'nanopores', 'bury', 'readout', 'dna', 'electrometry', 'bps2025', 'microtomy', 'anthrax']","['effect single nanoparticle nanopore interaction strength ionic current modulation', 'dna translocation hybrid bilayer nanopore', 'nanopore translocation measurement method review']"
308,18,308_ugmrt_cm_21_foreground,"['ugmrt', 'cm', '21', 'foreground', 'reionization', 'epoch', 'gridde', 'calibration', 'correlate', 'observation']","['calibration requirement epoch reionization 21 cm signal observation ii analytical estimation bias variance time correlate residual gain', 'calibration requirement epoch reionization 21 cm signal observation i. effect time correlate gain', 'calibration requirement epoch reionization 21 cm signal observation iii bias variance ugmrt elais n1 field power spectrum']"
309,18,309_poly3_methylthiophene_hexylthiophene_poly34,"['poly3', 'methylthiophene', 'hexylthiophene', 'poly34', 'doping', 'lampert', 'device', 'ethylenedioxythiophene', 'polymorph', 'electroactive']","['anomalous current voltage impedance behaviour dope poly methylthiophene device', 'field temperature dependent charge transport mechanism dope poly(3 methylthiophene device', 'effect synthesis temperature charge transport property poly(3 methylthiophene device']"
310,18,310_motor_induction_bldc_speed,"['motor', 'induction', 'bldc', 'speed', 'drives', 'control', 'vector', 'slip', 'drive', 'wheel']","['design speed control bldc motor emf method', 'slip gain estimation scheme transient vector estimator base high performance control induction motor drives', 'particle swarm optimization base output feedback control vector control induction motor drives consider core loss resistance']"
311,18,311_brittle_peridynamic_damage_peridynamics,"['brittle', 'peridynamic', 'damage', 'peridynamics', 'gauge', 'solids', 'plasticity', 'field', 'visco', 'thermomechanic']","['peridynamics implementation gauge theory brittle damage solids applications', 'phase field base peridynamic implementation model blast induce fracture brittle solid', 'gauge theory brittle damage solid peridynamic implementation']"
312,17,312_qca_ase_automata_cellular,"['qca', 'ase', 'automata', 'cellular', 'random', 'number', 'true', 'dot', 'generator', 'pseudo']","['design qca based stage pseudo random number generator', 'design qca base stage pseudo random number generator', 'design basic logic gates quantum dot cellular automata qca']"
313,17,313_waveguide_lnoi_waveguides_nonlinear,"['waveguide', 'lnoi', 'waveguides', 'nonlinear', 'cylindrical', 'pole', 'rigid', 'interaction', 'excitable', 'sinusoidally']","['finite amplitude modal interaction weakly nonlinear structural acoustic cylindrical waveguide', 'pole free second order nonlinear waveguides lnoi bound state continuum', 'pole free second order nonlinear waveguides lnoi bound state continuum']"
314,17,314_amplifier_operational_amplifiers_stage,"['amplifier', 'operational', 'amplifiers', 'stage', 'gain', 'nm', 'chopper', 'pong', 'bicmos', 'predistortion']","['high gain low power operational amplifier utilize bicmos class ab output stage', 'high performance cmo operational amplifier', 'high gain low power operational amplifier class ab output stage']"
315,17,315_implant_dental_titanium_gicceramic,"['implant', 'dental', 'titanium', 'gicceramic', 'osseointegration', 'nanocrystallization', 'ionomer', 'additively', 'biomedical', 'ti6al4v']","['surface engineering additively manufacture titanium alloy enhance clinical performance biomedical implant review recent development', 'investigation mechanical property titanium reinforce glass ionomer cement gic)-ceramic composite suitable dental implant application', 'investigation mechanical property titanium reinforce glass ionomer cement gic)-ceramic composite suitable dental implant application']"
316,17,316_pv_dc_converter_inverter,"['pv', 'dc', 'converter', 'inverter', 'fuzzy', 'rsgeetha', 'logic', 'standalone', 'controller', 'mathematical']","['mathematical model analysis pv converter inverter system', 'pv integrate dc dc converter inverter topology grid tie standalone system', 'design adaptive fuzzy logic controller solar pv application high step dc dc converter']"
317,17,317_reflect_intelligent_reconfigurable_surfaces,"['reflect', 'intelligent', 'reconfigurable', 'surfaces', 'assisted', 'surface', 'communications', 'moment', 'surfacesassiste', 'scalloping']","['beamforming datum detection intelligent reflect surfaces‐assiste communication deep learning', 'performance intelligent reflect surfaces assisted joint radar communication systems', 'binary intelligent reflect surfaces assisted ofdm systems']"
318,17,318_adc_calibration_bit_pipelined,"['adc', 'calibration', 'bit', 'pipelined', 'adcs', 'tiq', 'deterministic', '15', 'algorithmic', 'flash']","['design 12 bit low power pipelined adc tiq technique', 'digital calibration 1.5 bit stage algorithmic adc', 'design 12 bit low power pipelined adc tiq technique']"
319,17,319_protein_crd_cognate_novo,"['protein', 'crd', 'cognate', 'novo', 'prediction', 'ligand', 'receptor', 'secondary', 'find', 'ensemble']","['novel ensemble classifier protein secondary structure prediction', 'state accuracy prediction protein secondary structure ensemble model', 'crd de novo design algorithm prediction cognate protein receptor small molecule ligand']"
320,17,320_underwater_enhancement_nyquist_retinex,"['underwater', 'enhancement', 'nyquist', 'retinex', 'fusion', 'image', 'reversea', 'lit', 'polymage', 'dehazer']","['channel prior base retinex model underwater image enhancement', 'wavelet integrated framework large scale underwater image enhancement', 'underwater image enhancement algorithm advanced fusion']"
321,17,321_pothole_humps_ritu_guwahati,"['pothole', 'humps', 'ritu', 'guwahati', 'potholes', 'bump', 'priyadarshini', 'roadway', 'kuthyar', 'rasika']","['real time pothole detection machine learning edge computing', 'sensor based pothole detection system', 'detection real time pothole system edge detection']"
322,17,322_mixture_sphere_initial_melting,"['mixture', 'sphere', 'initial', 'melting', 'rod', 'liquid', 'solid', 'binary', 'polycrystalline', 'experiment']","['inhomogeneous phase separation kinetic liquid binary mixture sensitivity initial local composition', 'stage phase separation kinetic model liquid binary mixture computational study', 'initial stage sinter polycrystalline sphere model experiment']"
323,17,323_tfet_biosensor_fet_biosensing,"['tfet', 'biosensor', 'fet', 'biosensing', 'inp', 'gate', 'dielectric', 'genomic', 'vtfet', 'tunnel']","['design analysis inp gin surround gate tfet high sensitivity biosensing application', 'al2o3 zro2 dual dielectric gr cnt nanoribbon vertical tunnel fet base biosensor genomic classification protein detection sar cov-2', 'surface potential analysis dual material gate silicon base ferroelectric tfet biosensing application']"
324,17,324_parking_billing_shopping_rfid,"['parking', 'billing', 'shopping', 'rfid', 'automated', 'mart', 'opti', 'smart', 'trolley', 'firebase']","['smart parking detection system iot', 'automation billing system smart parking vehicles institution', 'smart parking automated billing system']"
325,17,325_jet_supersonic_crossflow_sound,"['jet', 'supersonic', 'crossflow', 'sound', 'nozzle', 'subsonic', 'twin', 'radiate', 'radiation', 'turbulent']","['elevated liquid jet injection supersonic crossflow', 'liquid jet injection supersonic crossflow self induce jet oscillation effect', 'liquid jet interaction supersonic crossflow']"
326,17,326_drug_discovery_medicine_therapeutic,"['drug', 'discovery', 'medicine', 'therapeutic', 'screening', 'nod', 'qbd', 'drastic', 'developmentprocess', 'biopharmaceutical']","['virtual tools screening designs drug discovery new drug development', 'computational drug discovery design', 'role advanced computing drug discovery process']"
327,17,327_label_unlabeled_labels_bipolar,"['label', 'unlabeled', 'labels', 'bipolar', 'noisy', 'multilabel', 'growbit', 'concatenated', 'labelled', 'steal']","['adaptive sample selection robust learning label noise', 'multi layer stacked ensemble method feature reduction technique multi label classification', 'multi label learning extended multi tier stack ensemble method label correlate feature subset augmentation']"
328,16,328_water_irrigation_distribution_digitalization,"['water', 'irrigation', 'distribution', 'digitalization', 'modularity', 'intermittent', 'urban', 'singapore', 'dma', 'gradually']","['compare digitalization urban water process service singapore bengaluru', 'fuzzy membership base weighted modularity maximization approach sectorization water distribution network dynamic district metered areas', 'graphic operation terminal incorporate experimental preschedule auto configurable centralized rational water distribution system water practice technology 2025 wpt2025074 doi 07 2025']"
329,16,329_casting_stir_b4c_6061,"['casting', 'stir', 'b4c', '6061', 'sic', 'aa7050', 'stirring', 'al7075', 'cast', 'hardening']","['investigation mechanical properties al6061 sic b4c composites produce stir casting method', 'study mechanical property aluminium 6061 sic composite single double stir casting process', 'study mechanical property aluminium 6061 sic composite single double stir casting process']"
330,16,330_fatigue_dwell_imi_834,"['fatigue', 'dwell', 'imi', '834', 'bainitic', 'steel', 'microcrack', 'martensitic', 'ultrafine', 'alpha']","['effect thermomechanical processing dwell fatigue behaviour near alpha titanium alloy imi 834', 'microcrack formation normal dwell fatigue imi 834', 'normal dwell fatigue behavior near alpha titanium alloy imi 834']"
331,16,331_radon_radionuclide_uranium_kaliprasad,"['radon', 'radionuclide', 'uranium', 'kaliprasad', 'karnataka', 'exhalation', 'vicinity', 'district', 'chikkaballapur', 'granitic']","['prakash kaliprasad c.s. narayana y. distribution 210po 210pb radionuclide dependence physicochemical parameter soil madikeri taluk coorg district karnataka india radioanal nucl chem 321 1081–1091 2019 wos journal author prakash kaliprasad c.s.', 'assessment radon thoron exhalation soils dissolved radon ground water vicinity elevated granitic hill chikkaballapur district karnataka india c. g. poojitha b. k. sahoo k. e. ganesh t. s. pranesha b. k. sapra radiation protection dosimetry 2020 pp 1–8 doi', 'assessment radon thoron exhalation soils dissolved radon ground water vicinity elevated granitic hill chikkaballapur district karnataka india c. g. poojitha b. k. sahoo k. e. ganesh t. s. pranesha b. k. sapra radiation protection dosimetry 2020 pp 1–8']"
